MaSanPham,Thang,TonDauKy,Nhap,Xuat,HaoHut,TonCuoiKy
SP0065,2026-05,851.0,217.0,199.0,0.0,869.0
SP0066,2026-05,579.0,325.0,298.0,1.0,605.0
SP0067,2026-05,386.0,193.0,175.0,2.0,402.0
SP0068,2026-05,976.0,36.0,19.0,0.0,993.0
SP0069,2026-05,402.0,7.0,0.0,0.0,409.0
SP9501,2026-05,342000.0,293000.0,252000.0,3000.0,380000.0
SP0071,2026-05,799.0,238.0,237.0,1.0,799.0
SP0072,2026-05,622.0,278.0,273.0,1.0,626.0
SP0073,2026-05,396.0,1.0,0.0,0.0,397.0
SP0074,2026-05,918.0,33.0,12.0,0.0,939.0
SP0075,2026-05,762.0,30.0,16.0,0.0,776.0
SP0076,2026-05,380.0,335.0,297.0,4.0,414.0
SP0077,2026-05,360.0,244.0,238.0,3.0,363.0
SP0078,2026-05,643.0,289.0,271.0,2.0,659.0
SP0079,2026-05,502.0,278.0,267.0,2.0,511.0
SP0080,2026-05,898.0,27.0,13.0,0.0,912.0
SP0081,2026-05,917.0,65.0,31.0,0.0,951.0
SP0082,2026-05,370.0,5.0,0.0,0.0,375.0
SP0083,2026-05,464.0,0.0,0.0,0.0,464.0
SP0084,2026-05,485.0,340.0,315.0,7.0,503.0
SP0085,2026-05,685.0,61.0,32.0,1.0,713.0
SP0086,2026-05,703.0,19.0,0.0,0.0,722.0
SP0087,2026-05,851.0,41.0,13.0,1.0,878.0
SP0088,2026-05,531.0,286.0,288.0,6.0,523.0
SP0089,2026-05,470.0,369.0,365.0,2.0,472.0
SP0090,2026-05,404.0,352.0,366.0,1.0,389.0
SP0091,2026-05,299.0,6.0,0.0,0.0,305.0
SP0092,2026-05,620.0,152.0,151.0,1.0,620.0
SP0093,2026-05,664.0,341.0,297.0,0.0,708.0
SP0094,2026-05,947.0,58.0,27.0,1.0,977.0
SP9507,2026-05,466.0,220.0,189.0,2.0,495.0
SP0096,2026-05,666000.0,260000.0,253000.0,2000.0,671000.0
SP0097,2026-05,668.0,338.0,347.0,6.0,653.0
SP0098,2026-05,1039.0,28.0,11.0,0.0,1056.0
SP0099,2026-05,420.0,181.0,177.0,3.0,421.0
SP0100,2026-05,733.0,70.0,28.0,0.0,775.0
SP0101,2026-05,498.0,331.0,294.0,0.0,535.0
SP0102,2026-05,790.0,47.0,26.0,0.0,811.0
SP0103,2026-05,487.0,219.0,220.0,3.0,483.0
SP0104,2026-05,579.0,215.0,199.0,1.0,594.0
SP0105,2026-05,1026.0,51.0,16.0,0.0,1061.0
SP0106,2026-05,621.0,210.0,192.0,1.0,638.0
SP0107,2026-05,572.0,200.0,173.0,1.0,598.0
SP0108,2026-05,326.0,249.0,215.0,4.0,356.0
SP0109,2026-05,966.0,20.0,9.0,0.0,977.0
SP0110,2026-05,669000.0,157000.0,153000.0,1000.0,672000.0
SP0111,2026-05,751.0,69.0,32.0,1.0,787.0
SP9506,2026-05,568.0,229.0,233.0,2.0,562.0
SP0113,2026-05,424.0,202.0,177.0,2.0,447.0
SP0114,2026-05,0.56,0.19,0.17,0.0,0.58
SP0115,2026-05,673.0,322.0,296.0,1.0,698.0
SP0116,2026-05,346.0,189.0,194.0,1.0,340.0
SP0117,2026-05,390.0,183.0,182.0,1.0,390.0
SP0118,2026-05,361.0,198.0,168.0,2.0,389.0
SP0119,2026-05,647.0,0.0,0.0,0.0,647.0
SP0120,2026-05,711.0,372.0,355.0,4.0,724.0
SP0121,2026-05,528.0,347.0,325.0,3.0,547.0
SP0122,2026-05,1016.0,64.0,28.0,1.0,1051.0
SP0123,2026-05,492.0,193.0,164.0,1.0,520.0
SP0124,2026-05,466.0,204.0,183.0,4.0,483.0
SP0125,2026-05,856.0,65.0,32.0,1.0,888.0
SP0126,2026-05,586.0,2.0,0.0,0.0,588.0
SP0127,2026-05,839.0,372.0,383.0,2.0,826.0
SP0128,2026-05,344.0,8.0,1.0,0.0,351.0
SP0129,2026-05,758.0,159.0,166.0,1.0,750.0
SP0130,2026-05,681.0,178.0,165.0,3.0,691.0
SP0131,2026-05,380.0,256.0,247.0,2.0,387.0
SP0132,2026-05,255.0,2.0,0.0,0.0,257.0
SP0133,2026-05,315.0,146.0,130.0,2.0,329.0
SP0134,2026-05,329.0,242.0,215.0,2.0,354.0
SP0135,2026-05,743.0,153.0,159.0,1.0,736.0
SP0136,2026-05,0.54,0.37,0.33,0.0,0.57
SP0137,2026-05,426.0,236.0,202.0,0.0,460.0
SP0138,2026-05,474.0,199.0,194.0,1.0,478.0
SP0139,2026-05,310.0,254.0,237.0,5.0,322.0
SP0140,2026-05,352.0,156.0,133.0,1.0,374.0
SP0141,2026-05,490.0,298.0,299.0,5.0,484.0
SP0142,2026-05,712.0,180.0,161.0,0.0,731.0
SP0143,2026-05,638.0,344.0,358.0,2.0,622.0
SP0144,2026-05,349.0,302.0,302.0,4.0,345.0
SP0145,2026-05,659.0,21.0,6.0,0.0,674.0
SP0146,2026-05,499.0,268.0,252.0,2.0,513.0
SP0147,2026-05,778.0,33.0,19.0,0.0,792.0
SP0148,2026-05,718.0,322.0,332.0,3.0,705.0
SP0149,2026-05,704.0,304.0,279.0,1.0,728.0
SP0150,2026-05,493.0,363.0,320.0,5.0,531.0
SP0151,2026-05,257.0,226.0,230.0,2.0,251.0
SP0152,2026-05,411.0,154.0,144.0,3.0,418.0
SP0153,2026-05,443.0,332.0,336.0,1.0,438.0
SP0154,2026-05,400.0,351.0,341.0,2.0,408.0
SP0155,2026-05,649.0,297.0,287.0,5.0,654.0
SP0156,2026-05,646.0,371.0,365.0,2.0,650.0
SP0157,2026-05,544.0,303.0,307.0,5.0,535.0
SP0158,2026-05,589.0,224.0,196.0,1.0,616.0
SP0159,2026-05,476.0,173.0,180.0,0.0,469.0
SP0160,2026-05,1176.0,67.0,22.0,0.0,1221.0
SP0161,2026-05,437.0,281.0,272.0,3.0,443.0
,2026-05,0.73,0.02,0.01,0.0,0.74
SP0163,2026-05,206000.0,152000.0,130000.0,1000.0,227000.0
SP0164,2026-05,428.0,179.0,168.0,1.0,438.0
SP0165,2026-05,886.0,41.0,18.0,0.0,909.0
SP0166,2026-05,334.0,12.0,0.0,0.0,346.0
SP0167,2026-05,513.0,269.0,264.0,2.0,516.0
SP0168,2026-05,571.0,166.0,170.0,1.0,566.0
SP0169,2026-05,826.0,53.0,24.0,0.0,855.0
SP0170,2026-05,820.0,31.0,10.0,0.0,841.0
SP0171,2026-05,602.0,157.0,144.0,2.0,613.0
SP0172,2026-05,650.0,270.0,280.0,1.0,639.0
SP0173,2026-05,823.0,370.0,367.0,3.0,823.0
SP9506,2026-05,699.0,378.0,349.0,1.0,727.0
SP0175,2026-05,512.0,372.0,348.0,4.0,532.0
SP0176,2026-05,625.0,301.0,283.0,2.0,641.0
SP0177,2026-05,625.0,177.0,160.0,3.0,639.0
SP0178,2026-05,925.0,52.0,30.0,0.0,947.0
SP0179,2026-05,533.0,375.0,393.0,2.0,513.0
SP0180,2026-05,687.0,167.0,150.0,0.0,704.0
SP0181,2026-05,1067.0,31.0,15.0,0.0,1083.0
SP0182,2026-05,793.0,65.0,28.0,0.0,830.0
SP0183,2026-05,761.0,143.0,133.0,0.0,771.0
SP0184,2026-05,259.0,202.0,201.0,2.0,258.0
SP0185,2026-05,366.0,215.0,211.0,2.0,368.0
SP0186,2026-05,429.0,331.0,298.0,1.0,461.0
SP0187,2026-05,247.0,329.0,301.0,4.0,271.0
SP0188,2026-05,192.0,257.0,255.0,4.0,190.0
SP0189,2026-05,697.0,319.0,321.0,4.0,691.0
SP9505,2026-05,486.0,150.0,141.0,1.0,494.0
SP0191,2026-05,713.0,203.0,202.0,1.0,713.0
SP0192,2026-05,505.0,237.0,229.0,0.0,513.0
SP0193,2026-05,672.0,285.0,285.0,1.0,671.0
SP0194,2026-05,391.0,331.0,302.0,2.0,418.0
SP0195,2026-05,204000.0,251000.0,249000.0,3000.0,203000.0
SP0196,2026-05,1077.0,62.0,30.0,1.0,1108.0
SP0197,2026-05,821.0,173.0,149.0,0.0,845.0
SP0198,2026-05,913.0,44.0,18.0,0.0,939.0
SP0199,2026-05,1042.0,21.0,9.0,0.0,1054.0
SP0200,2026-05,508.0,169.0,146.0,1.0,530.0
SP0201,2026-05,330.0,300.0,292.0,1.0,337.0
SP0202,2026-05,0.66,0.35,0.3,0.0,0.71
SP0203,2026-05,554.0,187.0,173.0,0.0,568.0
SP0204,2026-05,881000.0,28000.0,13000.0,0.0,896000.0
SP0205,2026-05,448.0,297.0,297.0,0.0,448.0
SP0206,2026-05,503.0,281.0,254.0,1.0,529.0
SP0207,2026-05,678000.0,376000.0,387000.0,2000.0,665000.0
SP0208,2026-05,406.0,300.0,310.0,2.0,394.0
SP0209,2026-05,500.0,160.0,139.0,1.0,520.0
SP0210,2026-05,323.0,293.0,292.0,1.0,323.0
SP0211,2026-05,626.0,190.0,173.0,2.0,641.0
SP0212,2026-05,374.0,6.0,0.0,0.0,380.0
SP0213,2026-05,0.62,0.23,0.21,0.0,0.65
SP0214,2026-05,474.0,222.0,195.0,2.0,499.0
SP0215,2026-05,242.0,338.0,294.0,3.0,283.0
SP0216,2026-05,566.0,269.0,248.0,2.0,585.0
SP0217,2026-05,386.0,283.0,262.0,1.0,406.0
SP0218,2026-05,526.0,212.0,196.0,2.0,540.0
SP0219,2026-05,615.0,366.0,356.0,6.0,619.0
SP0220,2026-05,507.0,169.0,165.0,1.0,510.0
SP0001,2026-06,746.0,51.0,18.0,0.0,779.0
SP0002,2026-06,706.0,185.0,159.0,1.0,731.0
SP0003,2026-06,704.0,216.0,213.0,1.0,706.0
SP0004,2026-06,284.0,1.0,0.0,0.0,285.0
SP0005,2026-06,517.0,340.0,296.0,3.0,558.0
SP0006,2026-06,870.0,366.0,337.0,1.0,898.0
SP0007,2026-06,567.0,209.0,211.0,1.0,564.0
SP0008,2026-06,770.0,358.0,322.0,1.0,805.0
SP0009,2026-06,713.0,234.0,225.0,0.0,722.0
SP0010,2026-06,323.0,261.0,244.0,0.0,340.0
SP0011,2026-06,688.0,338.0,304.0,3.0,719.0
SP0012,2026-06,477.0,338.0,307.0,5.0,503.0
SP0013,2026-06,902.0,48.0,25.0,0.0,925.0
SP0014,2026-06,810.0,325.0,290.0,1.0,844.0
SP0015,2026-06,423.0,7.0,0.0,0.0,430.0
SP0016,2026-06,555.0,369.0,376.0,1.0,547.0
SP0017,2026-06,735.0,150.0,143.0,1.0,741.0
SP0018,2026-06,751.0,39.0,11.0,0.0,779.0
SP0019,2026-06,819.0,394.0,392.0,6.0,815.0
SP0020,2026-06,620.0,4.0,0.0,0.0,624.0
SP0021,2026-06,752.0,213.0,200.0,2.0,763.0
SP0022,2026-06,640.0,11.0,1.0,0.0,650.0
SP0023,2026-06,326.0,179.0,181.0,2.0,322.0
SP0024,2026-06,820.0,24.0,9.0,0.0,835.0
SP0025,2026-06,423.0,165.0,169.0,1.0,418.0
SP0026,2026-06,0.26,0.01,0.0,0.0,0.27
SP0027,2026-06,691.0,316.0,297.0,4.0,706.0
SP0028,2026-06,429.0,376.0,390.0,4.0,411.0
SP0029,2026-06,505.0,3.0,0.0,0.0,508.0
SP0030,2026-06,432.0,398.0,371.0,1.0,458.0
SP0031,2026-06,681.0,247.0,236.0,2.0,690.0
SP9507,2026-06,1051.0,44.0,19.0,0.0,1076.0
SP0033,2026-06,571.0,346.0,335.0,7.0,575.0
SP0034,2026-06,775.0,318.0,309.0,2.0,782.0
SP0035,2026-06,422.0,208.0,208.0,0.0,422.0
SP0036,2026-06,490.0,10.0,0.0,0.0,500.0
SP0037,2026-06,592.0,379.0,375.0,4.0,592.0
SP0038,2026-06,630.0,354.0,321.0,0.0,663.0
SP0039,2026-06,420.0,2.0,0.0,0.0,422.0
SP0040,2026-06,1073.0,44.0,25.0,1.0,1091.0
SP0041,2026-06,414.0,220.0,200.0,1.0,433.0
SP0042,2026-06,518.0,209.0,208.0,1.0,518.0
SP0043,2026-06,783.0,228.0,195.0,1.0,815.0
SP0044,2026-06,706.0,345.0,349.0,0.0,702.0
SP0045,2026-06,463.0,174.0,158.0,2.0,477.0
SP0046,2026-06,404.0,222.0,200.0,1.0,425.0
SP0047,2026-06,451.0,269.0,230.0,2.0,488.0
SP0048,2026-06,478.0,246.0,210.0,1.0,513.0
SP0049,2026-06,273.0,3.0,0.0,0.0,276.0
SP0050,2026-06,299.0,18.0,0.0,0.0,317.0
SP0051,2026-06,819.0,69.0,34.0,1.0,853.0
SP0052,2026-06,617.0,179.0,170.0,1.0,625.0
SP0053,2026-06,623.0,220.0,230.0,3.0,610.0
SP0054,2026-06,964.0,65.0,25.0,1.0,1003.0
SP0055,2026-06,996.0,26.0,11.0,0.0,1011.0
SP0056,2026-06,682000.0,266000.0,263000.0,2000.0,683000.0
,2026-06,418.0,5.0,0.0,0.0,423.0
SP0058,2026-06,944.0,44.0,16.0,0.0,972.0
SP0059,2026-06,513.0,14.0,1.0,0.0,526.0
SP0060,2026-06,979.0,56.0,18.0,0.0,1017.0
SP0061,2026-06,657.0,185.0,158.0,2.0,682.0
SP0062,2026-06,743.0,353.0,352.0,5.0,739.0
SP9501,2026-06,619.0,6.0,0.0,0.0,625.0
SP0064,2026-06,738.0,66.0,35.0,0.0,769.0
SP0065,2026-06,869.0,322.0,309.0,1.0,881.0
SP0066,2026-06,605.0,275.0,251.0,0.0,629.0
SP0067,2026-06,402.0,177.0,150.0,1.0,428.0
SP0068,2026-06,993.0,48.0,18.0,0.0,1023.0
SP0069,2026-06,409.0,12.0,1.0,0.0,420.0
SP0070,2026-06,380.0,242.0,242.0,2.0,378.0
SP0071,2026-06,799.0,388.0,354.0,1.0,832.0
SP0072,2026-06,626.0,393.0,334.0,1.0,684.0
SP0073,2026-06,397.0,2.0,0.0,0.0,399.0
SP0074,2026-06,939.0,37.0,21.0,0.0,955.0
SP0075,2026-06,776.0,40.0,18.0,0.0,798.0
SP0076,2026-06,414.0,387.0,399.0,1.0,401.0
SP0077,2026-06,363.0,255.0,229.0,5.0,384.0
SP0078,2026-06,659.0,393.0,336.0,2.0,714.0
SP0079,2026-06,511.0,288.0,275.0,2.0,522.0
SP0080,2026-06,912.0,58.0,24.0,0.0,946.0
SP9501,2026-06,951.0,75.0,34.0,1.0,991.0
SP0082,2026-06,375.0,18.0,2.0,0.0,391.0
SP0083,2026-06,464.0,13.0,0.0,0.0,477.0
SP0084,2026-06,503.0,215.0,218.0,3.0,497.0
SP0085,2026-06,713.0,31.0,14.0,0.0,730.0
SP0086,2026-06,722.0,13.0,0.0,0.0,735.0
SP0087,2026-06,878.0,41.0,16.0,0.0,903.0
SP0088,2026-06,523.0,277.0,237.0,2.0,561.0
SP0089,2026-06,472.0,391.0,398.0,4.0,461.0
SP0090,2026-06,389.0,356.0,362.0,2.0,381.0
SP0091,2026-06,305.0,15.0,2.0,0.0,318.0
SP0092,2026-06,620.0,189.0,176.0,1.0,632.0
SP0093,2026-06,708.0,302.0,259.0,1.0,750.0
SP0094,2026-06,977.0,45.0,26.0,1.0,995.0
SP0095,2026-06,495.0,162.0,154.0,1.0,502.0
SP0096,2026-06,671.0,196.0,202.0,1.0,664.0
SP0097,2026-06,653.0,298.0,310.0,5.0,636.0
SP0098,2026-06,1056.0,74.0,38.0,1.0,1091.0
SP0099,2026-06,421.0,171.0,174.0,2.0,416.0
SP0100,2026-06,775.0,52.0,29.0,0.0,798.0
SP0101,2026-06,535.0,283.0,276.0,0.0,542.0
SP0102,2026-06,811.0,61.0,33.0,0.0,839.0
SP0103,2026-06,483.0,154.0,156.0,2.0,479.0
SP0104,2026-06,594.0,191.0,175.0,0.0,610.0
SP0105,2026-06,1061.0,72.0,36.0,0.0,1097.0
SP0106,2026-06,638.0,358.0,311.0,3.0,682.0
SP0107,2026-06,598.0,300.0,310.0,1.0,587.0
SP0108,2026-06,356.0,387.0,362.0,1.0,380.0
SP0109,2026-06,977.0,68.0,28.0,0.0,1017.0
SP0110,2026-06,672.0,167.0,170.0,1.0,668.0
SP0111,2026-06,787.0,28.0,9.0,0.0,806.0
SP0112,2026-06,562.0,211.0,199.0,1.0,573.0
SP0113,2026-06,447.0,152.0,147.0,2.0,450.0
SP0114,2026-06,582.0,190.0,179.0,2.0,591.0
SP0115,2026-06,698.0,168.0,148.0,1.0,717.0
SP0116,2026-06,340.0,219.0,196.0,1.0,362.0
SP0117,2026-06,390.0,179.0,187.0,2.0,380.0
SP0118,2026-06,389.0,349.0,326.0,3.0,409.0
SP0119,2026-06,0.65,0.02,0.0,0.0,0.66
SP0120,2026-06,724.0,288.0,278.0,3.0,731.0
SP0121,2026-06,547.0,188.0,162.0,1.0,572.0
SP9506,2026-06,1051.0,23.0,8.0,0.0,1066.0
SP0123,2026-06,520.0,370.0,381.0,3.0,506.0
SP0124,2026-06,483.0,354.0,347.0,3.0,487.0
SP0125,2026-06,888.0,40.0,22.0,1.0,905.0
SP0126,2026-06,588.0,12.0,1.0,0.0,599.0
SP0127,2026-06,826.0,164.0,145.0,1.0,844.0
SP0128,2026-06,351.0,12.0,1.0,0.0,362.0
SP0129,2026-06,750.0,174.0,175.0,2.0,747.0
SP0130,2026-06,691.0,335.0,285.0,5.0,736.0
SP0131,2026-06,387.0,208.0,196.0,2.0,397.0
SP0132,2026-06,257.0,2.0,0.0,0.0,259.0
SP0133,2026-06,329.0,227.0,229.0,1.0,326.0
,2026-06,354.0,356.0,311.0,5.0,394.0
SP0135,2026-06,736.0,266.0,241.0,1.0,760.0
SP0136,2026-06,572.0,265.0,265.0,0.0,572.0
SP0137,2026-06,460.0,272.0,279.0,1.0,452.0
SP0138,2026-06,478.0,360.0,333.0,2.0,503.0
SP0139,2026-06,322.0,233.0,200.0,3.0,352.0
SP0140,2026-06,374.0,234.0,218.0,1.0,389.0
SP0141,2026-06,484.0,235.0,209.0,2.0,508.0
SP0142,2026-06,731.0,246.0,224.0,0.0,753.0
SP0143,2026-06,622.0,349.0,325.0,3.0,643.0
SP0144,2026-06,345.0,150.0,138.0,1.0,356.0
SP0145,2026-06,0.67,0.07,0.03,0.0,0.71
SP0146,2026-06,513.0,290.0,281.0,4.0,518.0
SP0147,2026-06,792.0,41.0,20.0,0.0,813.0
SP0148,2026-06,705.0,209.0,217.0,1.0,696.0
SP0149,2026-06,728.0,150.0,144.0,0.0,734.0
SP0150,2026-06,531.0,196.0,188.0,2.0,537.0
SP0151,2026-06,251.0,255.0,258.0,3.0,245.0
SP0152,2026-06,418.0,215.0,214.0,2.0,417.0
SP0153,2026-06,438.0,336.0,321.0,5.0,448.0
SP0154,2026-06,408.0,197.0,188.0,1.0,416.0
SP0155,2026-06,654.0,380.0,394.0,4.0,636.0
SP0156,2026-06,650000.0,382000.0,341000.0,5000.0,686000.0
SP0157,2026-06,535.0,267.0,279.0,3.0,520.0
SP0158,2026-06,616.0,215.0,218.0,1.0,612.0
SP0159,2026-06,469.0,184.0,172.0,0.0,481.0
SP0160,2026-06,1221.0,75.0,33.0,1.0,1262.0
SP0161,2026-06,443.0,263.0,237.0,4.0,465.0
SP0162,2026-06,741.0,62.0,24.0,1.0,778.0
SP0163,2026-06,227.0,227.0,202.0,1.0,251.0
SP0164,2026-06,438.0,362.0,331.0,1.0,468.0
SP0165,2026-06,909.0,69.0,22.0,0.0,956.0
SP0166,2026-06,346.0,2.0,0.0,0.0,348.0
SP0167,2026-06,516.0,258.0,252.0,2.0,520.0
SP0168,2026-06,566.0,258.0,245.0,1.0,578.0
SP0169,2026-06,855.0,34.0,19.0,0.0,870.0
SP0170,2026-06,841.0,40.0,13.0,1.0,867.0
,2026-06,613.0,371.0,335.0,1.0,648.0
SP0172,2026-06,0.64,0.34,0.34,0.0,0.64
SP0173,2026-06,823.0,300.0,306.0,3.0,814.0
SP0174,2026-06,727000.0,250000.0,259000.0,1000.0,717000.0
SP9502,2026-06,532.0,231.0,216.0,2.0,545.0
SP0176,2026-06,641.0,323.0,330.0,4.0,630.0
SP0177,2026-06,639000.0,343000.0,347000.0,2000.0,633000.0
SP0178,2026-06,947.0,37.0,15.0,0.0,969.0
,2026-06,513.0,165.0,145.0,2.0,531.0
SP0180,2026-06,704.0,224.0,206.0,1.0,721.0
SP0181,2026-06,1083000.0,77000.0,23000.0,0.0,1137000.0
SP0182,2026-06,830.0,72.0,33.0,0.0,869.0
SP0183,2026-06,771.0,378.0,375.0,5.0,769.0
SP0184,2026-06,258.0,329.0,297.0,2.0,288.0
SP0185,2026-06,0.37,0.32,0.32,0.0,0.36
SP0186,2026-06,461000.0,305000.0,270000.0,0.0,496000.0
SP0187,2026-06,271.0,287.0,260.0,4.0,294.0
SP0188,2026-06,190.0,188.0,167.0,1.0,210.0
SP0189,2026-06,691.0,287.0,292.0,4.0,682.0
SP0190,2026-06,494.0,339.0,296.0,3.0,534.0
SP0191,2026-06,713.0,150.0,143.0,1.0,719.0
SP0192,2026-06,513.0,270.0,268.0,1.0,514.0
SP0193,2026-06,671.0,328.0,287.0,4.0,708.0
SP0194,2026-06,418.0,308.0,321.0,4.0,401.0
SP0195,2026-06,203.0,237.0,226.0,2.0,212.0
SP0196,2026-06,1108.0,36.0,11.0,1.0,1132.0
SP0197,2026-06,845.0,286.0,291.0,1.0,839.0
SP0198,2026-06,939000.0,22000.0,12000.0,0.0,949000.0
SP0199,2026-06,1054.0,57.0,25.0,1.0,1085.0
SP0200,2026-06,530.0,362.0,346.0,1.0,545.0
SP0201,2026-06,337.0,299.0,287.0,0.0,349.0
SP0202,2026-06,711.0,277.0,273.0,0.0,715.0
SP0203,2026-06,568.0,224.0,198.0,0.0,594.0
SP0204,2026-06,896.0,48.0,27.0,0.0,917.0
SP0205,2026-06,448.0,363.0,338.0,2.0,471.0
SP0206,2026-06,529.0,294.0,281.0,2.0,540.0
SP0207,2026-06,665.0,322.0,288.0,3.0,696.0
SP0208,2026-06,394.0,328.0,321.0,2.0,399.0
SP0209,2026-06,520.0,254.0,264.0,3.0,507.0
SP0210,2026-06,323.0,311.0,274.0,2.0,358.0
SP0211,2026-06,641.0,378.0,387.0,4.0,628.0
SP0212,2026-06,380.0,0.0,0.0,0.0,380.0
SP0213,2026-06,647.0,249.0,221.0,2.0,673.0
SP0214,2026-06,499.0,307.0,311.0,1.0,494.0
SP0215,2026-06,283.0,332.0,315.0,3.0,297.0
SP0216,2026-06,0.58,0.26,0.24,0.0,0.6
SP0217,2026-06,406.0,260.0,272.0,1.0,393.0
SP0218,2026-06,540.0,317.0,274.0,3.0,580.0
SP0219,2026-06,619.0,309.0,322.0,3.0,603.0
SP0220,2026-06,510.0,387.0,378.0,3.0,516.0
SP0001,2026-07,779.0,68.0,31.0,0.0,816.0
SP0002,2026-07,731.0,355.0,337.0,1.0,748.0
SP9501,2026-07,706.0,384.0,349.0,2.0,739.0
SP0004,2026-07,285.0,10.0,0.0,0.0,295.0
SP0005,2026-07,558.0,369.0,371.0,5.0,551.0
SP0006,2026-07,898.0,267.0,264.0,1.0,900.0
SP0007,2026-07,564.0,194.0,188.0,3.0,567.0
SP0008,2026-07,805000.0,241000.0,205000.0,0.0,841000.0
SP0009,2026-07,722.0,274.0,237.0,1.0,758.0
SP0010,2026-07,340.0,350.0,312.0,0.0,378.0
SP0011,2026-07,719.0,363.0,313.0,3.0,766.0
SP0012,2026-07,503.0,384.0,390.0,6.0,491.0
SP0013,2026-07,925.0,47.0,18.0,0.0,954.0
SP0014,2026-07,844.0,260.0,266.0,1.0,837.0
SP0015,2026-07,430.0,9.0,0.0,0.0,439.0
SP0016,2026-07,547.0,181.0,186.0,1.0,541.0
SP0017,2026-07,741.0,239.0,249.0,1.0,730.0
SP0018,2026-07,779.0,68.0,40.0,0.0,807.0
SP0019,2026-07,815.0,241.0,206.0,3.0,847.0
SP0020,2026-07,624.0,10.0,1.0,0.0,633.0
SP0021,2026-07,763.0,380.0,367.0,1.0,775.0
SP0022,2026-07,650.0,1.0,0.0,0.0,651.0
SP0023,2026-07,322.0,177.0,168.0,2.0,329.0
SP0024,2026-07,835.0,46.0,15.0,1.0,865.0
SP0025,2026-07,418.0,389.0,371.0,4.0,432.0
SP0026,2026-07,272.0,19.0,2.0,0.0,289.0
SP0027,2026-07,706.0,289.0,284.0,3.0,708.0
SP0028,2026-07,411.0,337.0,288.0,2.0,458.0
SP0029,2026-07,508000.0,17000.0,2000.0,0.0,523000.0
SP0030,2026-07,458.0,334.0,303.0,1.0,488.0
SP0031,2026-07,690.0,230.0,238.0,1.0,681.0
SP0032,2026-07,1076.0,58.0,31.0,1.0,1102.0
SP0033,2026-07,575.0,388.0,340.0,8.0,615.0
SP0034,2026-07,782.0,157.0,137.0,1.0,801.0
SP0035,2026-07,422.0,177.0,173.0,0.0,426.0
SP0036,2026-07,500.0,7.0,0.0,0.0,507.0
SP0037,2026-07,592.0,155.0,157.0,2.0,588.0
SP0038,2026-07,0.66,0.18,0.16,0.0,0.68
SP0039,2026-07,422.0,13.0,1.0,0.0,434.0
SP0040,2026-07,1091.0,41.0,21.0,1.0,1110.0
SP0041,2026-07,433.0,372.0,367.0,1.0,437.0
SP0042,2026-07,0.52,0.35,0.3,0.01,0.56
SP0043,2026-07,815.0,334.0,345.0,1.0,803.0
SP0044,2026-07,702.0,152.0,131.0,0.0,723.0
SP0045,2026-07,477.0,382.0,374.0,6.0,479.0
SP0046,2026-07,425.0,251.0,238.0,2.0,436.0
SP0047,2026-07,488.0,281.0,270.0,2.0,497.0
SP0048,2026-07,513.0,358.0,325.0,3.0,543.0
SP0049,2026-07,276.0,17.0,1.0,0.0,292.0
SP0050,2026-07,317.0,18.0,0.0,0.0,335.0
SP0051,2026-07,853.0,25.0,7.0,0.0,871.0
SP0052,2026-07,625.0,382.0,381.0,2.0,624.0
SP0053,2026-07,610.0,382.0,364.0,5.0,623.0
SP0054,2026-07,1003.0,67.0,27.0,1.0,1042.0
SP0055,2026-07,1011.0,44.0,24.0,1.0,1030.0
SP0056,2026-07,683.0,234.0,207.0,1.0,709.0
SP0057,2026-07,423.0,14.0,1.0,0.0,436.0
SP0058,2026-07,972.0,38.0,20.0,0.0,990.0
SP0059,2026-07,526.0,6.0,0.0,0.0,532.0
SP0060,2026-07,1017.0,40.0,19.0,0.0,1038.0
SP0061,2026-07,682000.0,298000.0,278000.0,3000.0,699000.0
SP0062,2026-07,739000.0,383000.0,336000.0,3000.0,783000.0
SP0063,2026-07,625.0,19.0,0.0,0.0,644.0
SP0064,2026-07,769.0,74.0,30.0,1.0,812.0
SP0065,2026-07,881.0,369.0,348.0,0.0,902.0
SP0066,2026-07,629.0,279.0,262.0,0.0,646.0
SP0067,2026-07,428000.0,372000.0,325000.0,1000.0,474000.0
SP0068,2026-07,1023.0,64.0,35.0,0.0,1052.0
SP0069,2026-07,420.0,18.0,0.0,0.0,438.0
SP0070,2026-07,378.0,152.0,155.0,2.0,373.0
SP0071,2026-07,832.0,207.0,203.0,1.0,835.0
SP0072,2026-07,684.0,290.0,272.0,1.0,701.0
SP0073,2026-07,399.0,16.0,2.0,0.0,413.0
SP0074,2026-07,955.0,28.0,11.0,0.0,972.0
,2026-07,798.0,38.0,16.0,0.0,820.0
SP0076,2026-07,401.0,331.0,332.0,4.0,396.0
SP0077,2026-07,384.0,261.0,272.0,3.0,370.0
SP0078,2026-07,714.0,169.0,177.0,1.0,705.0
SP0079,2026-07,522.0,357.0,362.0,3.0,514.0
SP0080,2026-07,946.0,40.0,12.0,0.0,974.0
SP0081,2026-07,991.0,33.0,18.0,0.0,1006.0
SP0082,2026-07,391.0,19.0,1.0,0.0,409.0
SP0083,2026-07,477.0,0.0,0.0,0.0,477.0
SP0084,2026-07,497.0,171.0,160.0,1.0,507.0
SP0085,2026-07,730.0,67.0,21.0,1.0,775.0
