MaChiTiet,MaDonHang,MaSanPham,SoLuong,GiaBanThucTe,ChietKhau
CT0039769,DH002959,SP0105,238,219000.0,0.0
CT0039770,DH002959,SP0047,140,194000.0,0.05
CT0039771,DH002959,SP0068,59,48000.0,0.15
CT0039772,DH006206,SP0126,6,127000.0,0.0
CT0039773,DH001216,SP0192,286,579000.0,0.0
CT0039774,DH001216,SP0042,211,226000.0,0.1
CT0039775,DH001216,SP0015,159,119000.0,0.05
CT0039776,DH001216,SP0137,105,1093000.0,0.1
CT0039777,DH001216,SP0173,290,169000.0,0.1
CT0039778,DH001781,,254,54000.0,0.0
CT0039779,DH001781,SP0100,270,289000.0,0.0
CT0039780,DH001781,SP0107,161,315000.0,0.1
CT0039781,DH001781,SP0074,185,1255000.0,0.0
CT0039782,DH001781,SP0053,109,288000.0,0.05
CT0039783,DH006323,SP0143,263,199900.0,0.0
CT0039784,DH006323,SP0066,140,437400.0,0.1
CT0039785,DH006323,SP0074,189,1435800.0,0.0
CT0039786,DH006323,SP0133,228,286600.0,0.1
CT0039787,DH006323,SP0065,65,852200.0,0.15
CT0039788,DH004072,SP0031,4,46500.0,0.05
CT0039789,DH004072,,1,241000.0,0.1
CT0039790,DH004898,SP0218,10,193000.0,0.0
CT0039791,DH004898,SP0094,4,187000.0,0.15
CT0039792,DH004898,SP0219,4,82000.0,0.0
CT0039793,DH002384,SP0184,10,293000.0,0.15
CT0039794,DH002384,SP0213,4,31000.0,0.0
CT0039795,DH002384,SP0068,3,48000.0,0.1
CT0039796,DH004393,SP0110,51,51000.0,0.1
CT0039797,DH004393,SP0005,80,274000.0,0.1
CT0039798,DH004393,SP0135,154,1123000.0,0.0
CT0039799,DH008034,SP0093,250,1218000.0,0.1
CT0039800,DH008034,SP0186,93,1126000.0,0.0
CT0039801,DH008034,SP0070,89,200000.0,0.15
CT0039802,DH008034,SP0107,251,315000.0,0.15
CT0039803,DH008034,SP0189,292,164000.0,0.0
CT0039804,DH008034,,178,278000.0,0.0
CT0039805,DH008034,SP0064,78,216000.0,0.1
CT0039806,DH011545,SP0203,1,1183000.0,0.0
CT0039807,DH011545,SP0140,6,295000.0,0.0
CT0039808,DH011545,SP0220,5,54000.0,0.1
CT0039809,DH000861,SP0160,273,91000.0,0.1
CT0039810,DH000861,SP0204,147,1413000.0,0.0
CT0039811,DH000861,SP0016,246,978000.0,0.0
CT0039812,DH000861,SP0202,290,478000.0,0.1
CT0039813,DH000861,SP0124,208,96000.0,0.1
CT0039814,DH000861,SP0193,114,150000.0,0.0
CT0039815,DH000861,SP0122,197,150000.0,0.05
CT0039816,DH010919,SP0062,7,266800.0,0.05
CT0039817,DH011083,SP0030,9,1105000.0,0.0
CT0039818,DH011083,SP0084,3,187000.0,0.0
CT0039819,DH011083,,5,1160000.0,0.0
CT0039820,DH003251,SP0021,8,46000.0,0.0
CT0039821,DH003251,SP0180,4,1328000.0,0.15
CT0039822,DH003251,SP0001,10,38000.0,0.15
CT0039823,DH005506,SP0121,9,193100.0,0.0
CT0039824,DH005506,SP0191,9,38600.0,0.05
CT0039825,DH008616,SP0085,140,135000.0,0.15
CT0039826,DH008616,,205,26000.0,0.1
CT0039827,DH008616,SP0134,250,197000.0,0.0
CT0039828,DH008616,SP0132,104,493000.0,0.15
CT0039829,DH008616,SP0044,165,1422000.0,0.05
CT0039830,DH004866,SP0027,6,93000.0,0.1
CT0039831,DH004108,SP0039,285,16700.0,0.0
CT0039832,DH004108,SP0016,190,782900.0,0.0
CT0039833,DH004108,SP0197,188,893200.0,0.1
CT0039834,DH003301,SP0107,3,315000.0,0.0
CT0039835,DH003301,SP0174,3,855000.0,0.0
CT0039836,DH003301,SP0022,7,1403000.0,0.15
CT0039837,DH000054,SP0220,2,57700.0,0.0
CT0039838,DH000054,SP0093,7,1148900.0,0.15
CT0039839,DH001946,SP0198,9,23000.0,0.0
CT0039840,DH001304,SP0012,218,210000.0,0.0
CT0039841,DH001304,SP0148,88,47000.0,0.0
CT0039842,DH001304,SP0166,276,396000.0,0.0
CT0039843,DH001304,SP0083,217,60000.0,0.0
CT0039844,DH001304,SP0100,86,289000.0,0.0
CT0039845,DH001304,,330,292000.0,0.0
CT0039846,DH001304,SP0080,191,203000.0,0.1
CT0039847,DH001304,SP0013,291,136000.0,0.0
CT0039848,DH003330,SP0088,281,109000.0,0.0
CT0039849,DH003330,SP0027,64,97800.0,0.1
CT0039850,DH003330,SP0056,91,57600.0,0.0
CT0039851,DH003330,SP0165,176,26200.0,0.0
CT0039852,DH003330,SP0024,244,93300.0,0.15
CT0039853,DH003330,SP0044,216,1300200.0,0.0
CT0039854,DH003330,SP0032,58,226400.0,0.05
CT0039855,DH003330,SP0008,292,1120300.0,0.05
CT0039856,DH003473,SP0101,8,375000.0,0.05
CT0039857,DH003473,SP0034,7,279000.0,0.0
CT0039858,DH003473,SP0032,8,243000.0,0.0
CT0039859,DH006418,SP0130,73,331000.0,0.15
CT0039860,DH006418,SP0165,198,30000.0,0.05
CT0039861,DH006418,SP0155,287,300000.0,0.05
CT0039862,DH006418,SP0074,111,1255000.0,0.0
CT0039863,DH006418,SP0121,105,228000.0,0.15
CT0039864,DH006418,SP0095,289,117000.0,0.0
CT0039865,DH001430,SP0037,10,202000.0,0.1
CT0039866,DH001430,SP0186,2,1126000.0,0.0
CT0039867,DH009893,SP0019,75,197000.0,0.0
CT0039868,DH009893,SP0201,141,967000.0,0.0
CT0039869,DH009893,SP0049,294,237000.0,0.0
CT0039870,DH009893,SP0055,234,297000.0,0.05
CT0039871,DH009893,SP0161,323,127000.0,0.0
CT0039872,DH002797,SP0036,9,274000.0,0.0
CT0039873,DH008875,SP0195,188,282000.0,0.1
CT0039874,DH008875,SP0054,267,175000.0,0.0
CT0039875,DH008875,SP0072,277,719000.0,0.0
CT0039876,DH008875,SP0098,251,138000.0,0.05
CT0039877,DH003463,SP0155,3,300000.0,0.1
CT0039878,DH003463,SP0042,1,226000.0,0.05
CT0039879,DH003463,SP0147,7,93000.0,0.0
CT0039880,DH007294,SP0162,197,196000.0,0.15
CT0039881,DH007294,SP0164,285,879000.0,0.05
CT0039882,DH007294,,309,207000.0,0.1
CT0039883,DH007294,SP0020,259,125000.0,0.15
CT0039884,DH007294,SP0001,69,38000.0,0.0
CT0039885,DH007294,SP0198,124,23000.0,0.1
CT0039886,DH002887,SP0022,8,1403000.0,0.0
CT0039887,DH008815,SP0143,8,182300.0,0.1
CT0039888,DH008815,SP0191,5,41000.0,0.0
CT0039889,DH008815,SP0157,6,280600.0,0.0
CT0039890,DH004773,SP0067,1,15000.0,0.0
CT0039891,DH004773,SP0015,6,119000.0,0.0
CT0039892,DH010126,SP0089,230,207000.0,0.05
CT0039893,DH010126,SP0216,130,101000.0,0.0
CT0039894,DH010126,SP0016,228,978000.0,0.05
CT0039895,DH010126,SP0175,83,26000.0,0.0
CT0039896,DH010126,SP0054,224,175000.0,0.05
CT0039897,DH010126,SP0018,86,1029000.0,0.1
CT0039898,DH010126,SP0013,120,136000.0,0.15
CT0039899,DH000999,SP0176,5,185000.0,0.1
CT0039900,DH000999,SP0149,8,1429000.0,0.15
CT0039901,DH009702,SP0209,266,146000.0,0.15
CT0039902,DH009702,SP0088,52,128000.0,0.0
CT0039903,DH009702,SP0213,120,31000.0,0.15
CT0039904,DH009702,SP0045,200,232000.0,0.0
CT0039905,DH009702,SP0077,171,195000.0,0.0
CT0039906,DH009702,SP0172,187,803000.0,0.0
CT0039907,DH008441,SP0129,9,269000.0,0.0
CT0039908,DH008441,SP0061,1,251000.0,0.0
CT0039909,DH010238,SP9000,87,187000.0,0.1
CT0039910,DH010238,SP0031,224,52000.0,0.15
CT0039911,DH010238,,247,50000.0,0.0
CT0039912,DH010238,SP0129,332,269000.0,0.15
CT0039913,DH003107,SP0022,8,1403000.0,0.0
CT0039914,DH003107,,5,59000.0,0.0
CT0039915,DH003107,SP0082,9,1015000.0,0.05
CT0039916,DH005826,SP0174,229,855000.0,0.15
CT0039917,DH005826,SP0157,77,340000.0,0.0
CT0039918,DH005826,SP0079,204,27000.0,0.05
CT0039919,DH005826,,177,315000.0,0.0
CT0039920,DH005826,SP0066,108,572000.0,0.0
CT0039921,DH005826,SP0199,126,165000.0,0.1
CT0039922,DH004319,SP0055,9,297000.0,0.15
CT0039923,DH004319,SP0092,4,41000.0,0.0
CT0039924,DH004319,SP0029,9,281000.0,0.0
CT0039925,DH006095,SP0160,256,91000.0,0.0
CT0039926,DH006095,SP0001,191,38000.0,0.0
CT0039927,DH006095,SP0010,90,1008000.0,0.0
CT0039928,DH006154,SP0093,118,1218000.0,0.1
CT0039929,DH006154,SP0025,166,32000.0,0.15
CT0039930,DH006154,SP0108,278,172000.0,0.05
CT0039931,DH011216,SP0045,1,232000.0,0.0
CT0039932,DH011216,SP0176,8,172000.0,0.0
CT0039933,DH009727,SP0092,195,34000.0,0.0
CT0039934,DH009727,SP0078,150,181700.0,0.15
CT0039935,DH009727,SP0004,204,251600.0,0.15
CT0039936,DH009727,SP0127,78,29900.0,0.05
CT0039937,DH005682,SP0105,189,219000.0,0.05
CT0039938,DH005682,SP0137,196,1093000.0,0.1
CT0039939,DH005682,SP0115,67,27000.0,0.0
CT0039940,DH005682,SP0134,237,197000.0,0.0
CT0039941,DH005682,SP0164,74,879000.0,0.0
CT0039942,DH002111,SP0205,84,373900.0,0.15
CT0039943,DH002111,SP9010,87,263600.0,0.0
CT0039944,DH002111,SP0168,89,25000.0,0.1
CT0039945,DH002111,SP0036,312,220000.0,0.05
CT0039946,DH002111,SP0076,152,92500.0,0.0
CT0039947,DH002720,SP0156,2,138000.0,0.0
CT0039948,DH002720,SP0152,2,231000.0,0.0
CT0039949,DH009411,SP0156,107,138000.0,0.1
CT0039950,DH009411,SP0113,267,216000.0,0.0
CT0039951,DH009411,SP0158,144,185000.0,0.1
CT0039952,DH009411,SP0176,100,172000.0,0.0
CT0039953,DH006076,SP0114,9,109000.0,0.0
CT0039954,DH004202,SP0039,274,19000.0,0.1
CT0039955,DH004202,SP0171,69,26000.0,0.05
CT0039956,DH004202,SP0093,271,1218000.0,0.0
CT0039957,DH004202,SP0106,296,265000.0,0.05
CT0039958,DH004202,SP0031,78,52000.0,0.0
CT0039959,DH004202,SP0067,245,15000.0,0.0
CT0039960,DH001801,SP0194,5,156900.0,0.0
CT0039961,DH001801,SP0090,9,926300.0,0.0
CT0039962,DH006205,SP0050,152,861600.0,0.0
CT0039963,DH006205,SP0009,270,443700.0,0.05
CT0039964,DH006205,SP0027,69,85300.0,0.0
CT0039965,DH006205,SP0074,279,1146500.0,0.0
CT0039966,DH006205,SP0135,252,862600.0,0.0
CT0039967,DH006205,,243,29700.0,0.05
CT0039968,DH008137,SP0180,145,1328000.0,0.0
CT0039969,DH008137,SP0034,79,279000.0,0.1
CT0039970,DH008137,SP0083,166,60000.0,0.0
CT0039971,DH008137,SP0035,293,1000000.0,0.05
CT0039972,DH011280,SP0003,240,50500.0,0.05
CT0039973,DH011280,SP0031,132,57700.0,0.0
CT0039974,DH011280,SP0143,68,150000.0,0.0
CT0039975,DH011280,SP0184,174,333600.0,0.0
CT0039976,DH011280,SP0060,113,21600.0,0.0
CT0039977,DH011805,SP0198,58,21100.0,0.0
CT0039978,DH011805,SP0195,157,300600.0,0.1
CT0039979,DH011805,SP0054,78,194200.0,0.1
CT0039980,DH000874,SP0206,6,48000.0,0.1
CT0039981,DH000874,SP0212,6,306000.0,0.1
CT0039982,DH000874,SP0032,2,243000.0,0.0
CT0039983,DH010474,SP0126,6,127000.0,0.1
CT0039984,DH010474,SP0131,8,38000.0,0.1
CT0039985,DH010474,SP0156,7,138000.0,0.1
CT0039986,DH008960,SP0005,307,274000.0,0.05
CT0039987,DH008960,SP0078,155,213000.0,0.0
CT0039988,DH008960,SP0087,234,231000.0,0.0
CT0039989,DH008960,SP0043,190,252000.0,0.0
CT0039990,DH008960,SP0100,91,289000.0,0.15
CT0039991,DH008960,SP0014,143,763000.0,0.0
CT0039992,DH002627,SP0049,2,237000.0,0.15
CT0039993,DH002627,SP0063,8,108000.0,0.0
CT0039994,DH002627,SP0023,12,215000.0,0.0
CT0039995,DH007798,SP9011,130,1029000.0,0.15
CT0039996,DH007798,SP0101,264,375000.0,0.0
CT0039997,DH007798,SP0033,214,128000.0,0.0
CT0039998,DH007798,SP0169,224,922000.0,0.0
CT0039999,DH007798,SP0193,61,150000.0,0.05
CT0040000,DH007798,SP0136,122,1019000.0,0.15
CT0040001,DH007798,SP0187,183,258000.0,0.0
CT0040002,DH006595,SP0106,9,265000.0,0.0
CT0040003,DH006595,SP0208,3,145000.0,0.05
CT0040004,DH000053,SP0004,1,224000.0,0.1
CT0040005,DH000053,SP0188,7,191000.0,0.0
CT0040006,DH010175,SP0092,232,41000.0,0.05
CT0040007,DH010175,SP0002,183,33000.0,0.0
CT0040008,DH010175,SP0145,149,189000.0,0.0
CT0040009,DH010175,SP0101,84,375000.0,0.0
CT0040010,DH010175,SP0152,104,231000.0,0.05
CT0040011,DH010175,SP0021,165,46000.0,0.15
CT0040012,DH010135,SP0211,12,265000.0,0.0
CT0040013,DH010135,SP0100,1,289000.0,0.1
CT0040014,DH010673,,241,145000.0,0.0
CT0040015,DH010673,SP0189,192,164000.0,0.0
CT0040016,DH010673,SP0002,156,33000.0,0.0
CT0040017,DH010673,SP0019,267,197000.0,0.0
CT0040018,DH010673,SP0111,162,52000.0,0.0
CT0040019,DH010673,SP0043,142,252000.0,0.1
CT0040020,DH007916,SP0145,298,189000.0,0.0
CT0040021,DH007916,SP0002,147,33000.0,0.05
CT0040022,DH007916,SP0184,59,293000.0,0.1
CT0040023,DH009379,SP0139,7,257000.0,0.15
CT0040024,DH008837,SP0034,343,279000.0,0.05
CT0040025,DH008837,SP0129,307,269000.0,0.05
CT0040026,DH008837,SP0185,59,25000.0,0.15
CT0040027,DH008837,SP0197,179,943000.0,0.15
CT0040028,DH008837,SP0072,65,719000.0,0.15
CT0040029,DH008837,SP0166,92,396000.0,0.1
CT0040030,DH010313,SP0184,299,293000.0,0.0
CT0040031,DH010313,,244,242000.0,0.15
CT0040032,DH010313,SP0112,169,189000.0,0.0
CT0040033,DH010313,SP0128,137,263000.0,0.05
CT0040034,DH010313,SP0162,190,196000.0,0.15
CT0040035,DH010313,SP0108,300,172000.0,0.0
CT0040036,DH010313,SP0039,157,19000.0,0.0
CT0040037,DH007513,SP0030,7,1105000.0,0.0
CT0040038,DH007513,SP0028,12,200000.0,0.05
CT0040039,DH007513,SP0213,6,31000.0,0.0
CT0040040,DH009262,SP0057,5,306000.0,0.0
CT0040041,DH001599,SP0141,282,103000.0,0.0
CT0040042,DH001599,SP0218,337,193000.0,0.0
CT0040043,DH001599,SP0213,258,31000.0,0.0
CT0040044,DH001599,SP0025,73,32000.0,0.1
CT0040045,DH001599,SP0159,167,755000.0,0.0
CT0040046,DH009710,SP0176,233,172000.0,0.0
CT0040047,DH009710,SP0099,184,254000.0,0.0
CT0040048,DH009710,SP0006,292,1160000.0,0.05
CT0040049,DH009710,SP0044,148,1422000.0,0.0
CT0040050,DH009710,SP0149,96,1399000.0,0.0
CT0040051,DH009710,SP0092,108,41000.0,0.15
CT0040052,DH009710,SP0157,215,340000.0,0.15
CT0040053,DH008224,SP0174,210,855000.0,0.05
CT0040054,DH008224,SP0086,71,229000.0,0.0
CT0040055,DH008224,SP0006,52,1160000.0,0.05
CT0040056,DH008224,SP0128,86,263000.0,0.0
CT0040057,DH008224,SP0084,133,187000.0,0.05
CT0040058,DH008224,SP0192,137,579000.0,0.1
CT0040059,DH008224,SP0119,209,285000.0,0.0
CT0040060,DH008224,,178,282000.0,0.1
CT0040061,DH007075,SP0004,206,224000.0,0.1
CT0040062,DH007075,SP0072,179,719000.0,0.15
CT0040063,DH007075,SP0084,94,187000.0,0.1
CT0040064,DH002843,SP0020,3,125000.0,0.05
CT0040065,DH002843,SP0127,3,37000.0,0.0
CT0040066,DH002843,SP0101,1,375000.0,0.0
CT0040067,DH001342,SP0166,8,356800.0,0.0
CT0040068,DH001342,SP0094,3,156100.0,0.0
CT0040069,DH001342,SP0122,6,162500.0,0.0
CT0040070,DH001067,SP0127,3,37000.0,0.1
CT0040071,DH001067,SP0181,10,852000.0,0.05
CT0040072,DH005482,SP0034,5,228400.0,0.05
CT0040073,DH005482,,5,484300.0,0.0
CT0040074,DH003170,SP0100,179,289000.0,0.1
CT0040075,DH003170,SP0045,273,232000.0,0.0
CT0040076,DH003170,SP0115,119,27000.0,0.05
CT0040077,DH006128,SP0013,158,136000.0,0.0
CT0040078,DH006128,SP0159,158,755000.0,0.15
CT0040079,DH006128,SP0050,168,786000.0,0.05
CT0040080,DH004649,SP0021,296,46000.0,0.0
CT0040081,DH004649,SP0053,65,288000.0,0.0
CT0040082,DH004649,SP0212,251,306000.0,0.0
CT0040083,DH004649,SP0149,111,1399000.0,0.0
CT0040084,DH004649,SP0160,216,91000.0,0.0
CT0040085,DH000724,SP0014,153,653800.0,0.1
CT0040086,DH000724,SP0206,78,51000.0,0.05
CT0040087,DH000724,SP0145,192,203200.0,0.0
CT0040088,DH000649,SP0002,183,33000.0,0.1
CT0040089,DH000649,SP0165,286,30000.0,0.0
CT0040090,DH000649,SP0032,170,243000.0,0.0
CT0040091,DH000649,SP0123,63,292000.0,0.05
CT0040092,DH010044,SP0153,178,212000.0,0.0
CT0040093,DH010044,SP0060,77,26000.0,0.0
CT0040094,DH010044,SP0054,237,175000.0,0.05
CT0040095,DH010044,SP0167,60,38000.0,0.15
CT0040096,DH010044,SP0030,202,1105000.0,0.0
CT0040097,DH010044,SP0103,66,255000.0,0.05
CT0040098,DH010044,SP0166,288,396000.0,0.05
CT0040099,DH010044,SP0123,270,292000.0,0.05
CT0040100,DH010744,SP0066,8,572000.0,0.05
CT0040101,DH010744,SP0084,1,187000.0,0.1
CT0040102,DH010744,SP0182,3,150000.0,0.1
CT0040103,DH006166,SP0110,208,51000.0,0.0
CT0040104,DH006166,SP0046,214,34000.0,0.05
CT0040105,DH006166,SP0163,251,207000.0,0.15
CT0040106,DH000316,SP0148,8,47000.0,0.0
CT0040107,DH000316,SP0215,5,112000.0,0.15
CT0040108,DH000316,SP0047,5,194000.0,0.05
CT0040109,DH009743,SP0172,153,803000.0,0.05
CT0040110,DH009743,SP0148,275,47000.0,0.0
CT0040111,DH009743,SP0052,253,37000.0,0.1
CT0040112,DH009743,SP0042,124,226000.0,0.0
CT0040113,DH005023,SP0091,98,59000.0,0.15
CT0040114,DH005023,SP0188,87,191000.0,0.15
CT0040115,DH005023,SP0204,56,1413000.0,0.15
CT0040116,DH005023,SP0186,294,1126000.0,0.0
CT0040117,DH005023,SP0070,340,200000.0,0.0
CT0040118,DH001363,SP0218,327,193000.0,0.05
CT0040119,DH001363,SP0099,300,254000.0,0.1
CT0040120,DH001363,SP0124,181,96000.0,0.0
CT0040121,DH001363,SP0010,208,1008000.0,0.1
CT0040122,DH001363,SP0054,281,175000.0,0.15
CT0040123,DH001363,SP0138,140,31000.0,0.15
CT0040124,DH001363,SP0116,173,714000.0,0.05
CT0040125,DH001363,SP0001,297,38000.0,0.0
CT0040126,DH006478,SP0076,252,112000.0,0.1
CT0040127,DH006478,SP0007,172,262000.0,0.05
CT0040128,DH006478,SP0050,64,786000.0,0.1
CT0040129,DH006478,SP0025,270,32000.0,0.0
CT0040130,DH006478,SP0188,212,191000.0,0.05
CT0040131,DH006478,SP0083,102,60000.0,0.0
CT0040132,DH006478,SP0107,231,315000.0,0.05
CT0040133,DH006478,SP0054,293,175000.0,0.15
CT0040134,DH011730,SP0043,246,252000.0,0.0
CT0040135,DH011730,SP0083,83,60000.0,0.1
CT0040136,DH011730,SP0011,212,36000.0,0.0
CT0040137,DH011730,SP0193,256,150000.0,0.05
CT0040138,DH011730,SP0116,218,714000.0,0.05
CT0040139,DH007389,SP0124,197,72200.0,0.0
CT0040140,DH007389,SP0049,284,212900.0,0.0
CT0040141,DH007389,SP0034,300,300900.0,0.0
CT0040142,DH007389,SP0125,246,245900.0,0.0
CT0040143,DH007389,SP0023,235,192800.0,0.0
CT0040144,DH007389,SP0076,136,102300.0,0.05
CT0040145,DH007389,SP0096,286,49400.0,0.05
CT0040146,DH007389,SP0174,195,654400.0,0.0
CT0040147,DH006838,SP0151,66,242000.0,0.0
CT0040148,DH006838,SP0119,197,285000.0,0.0
CT0040149,DH006838,SP0159,233,755000.0,0.1
CT0040150,DH007143,SP0046,10,34000.0,0.05
CT0040151,DH007143,SP0191,10,47000.0,0.15
CT0040152,DH007143,SP0134,3,197000.0,0.0
CT0040153,DH000279,SP0176,1,195000.0,0.1
CT0040154,DH000279,SP0004,9,233300.0,0.0
CT0040155,DH010799,SP0115,66,25300.0,0.1
CT0040156,DH010799,SP0043,119,271200.0,0.0
CT0040157,DH010799,SP0102,158,777800.0,0.1
CT0040158,DH006770,,6,36000.0,0.15
CT0040159,DH006770,SP0163,3,207000.0,0.0
CT0040160,DH006770,,10,150000.0,0.05
CT0040161,DH001898,SP0065,5,930000.0,0.0
CT0040162,DH001898,SP0082,8,1015000.0,0.0
CT0040163,DH001898,SP0205,7,488000.0,0.05
CT0040164,DH001131,SP0181,9,743900.0,0.05
CT0040165,DH001131,SP0186,4,882400.0,0.15
CT0040166,DH011906,SP0042,211,226000.0,0.15
CT0040167,DH011906,SP0218,258,193000.0,0.0
CT0040168,DH011906,SP0007,213,262000.0,0.1
CT0040169,DH002035,SP0208,9,131200.0,0.05
CT0040170,DH002035,SP0112,7,158900.0,0.0
CT0040171,DH007879,SP0064,12,216000.0,0.15
CT0040172,DH007879,SP0061,1,251000.0,0.0
CT0040173,DH003558,SP0191,258,41500.0,0.0
CT0040174,DH003558,SP0141,157,90900.0,0.0
CT0040175,DH003558,SP0072,78,677000.0,0.0
CT0040176,DH003558,,63,760100.0,0.05
CT0040177,DH003558,SP0203,172,940200.0,0.0
CT0040178,DH003558,SP0021,79,39200.0,0.0
CT0040179,DH010106,SP0137,246,1093000.0,0.0
CT0040180,DH010106,SP0217,114,291000.0,0.1
CT0040181,DH010106,SP0157,214,340000.0,0.0
CT0040182,DH010686,SP0119,308,285000.0,0.0
CT0040183,DH010686,SP0005,87,274000.0,0.0
CT0040184,DH010686,SP0035,144,1000000.0,0.0
CT0040185,DH010686,SP0066,127,572000.0,0.15
CT0040186,DH010686,SP0201,260,967000.0,0.0
CT0040187,DH010686,SP0213,222,31000.0,0.0
CT0040188,DH010686,SP9004,235,289000.0,0.0
CT0040189,DH004859,SP0128,4,263000.0,0.0
CT0040190,DH004859,SP0083,1,60000.0,0.0
CT0040191,DH004859,SP0145,7,189000.0,0.0
CT0040192,DH004014,SP0009,3,521000.0,0.15
CT0040193,DH004014,SP0044,8,1422000.0,0.05
CT0040194,DH004014,SP0148,7,47000.0,0.0
CT0040195,DH011078,SP0015,57,119000.0,0.15
CT0040196,DH011078,SP0034,299,279000.0,0.0
CT0040197,DH011078,SP0111,205,52000.0,0.05
CT0040198,DH009613,SP0216,5,101000.0,0.15
CT0040199,DH009613,SP0151,6,242000.0,0.05
CT0040200,DH009682,SP0098,7,138000.0,0.0
CT0040201,DH009682,SP9003,8,264000.0,0.0
CT0040202,DH004808,SP0143,9,174000.0,0.0
CT0040203,DH006502,SP0174,228,855000.0,0.1
CT0040204,DH006502,SP0046,225,34000.0,0.0
CT0040205,DH006502,SP0078,189,213000.0,0.0
CT0040206,DH006502,SP0073,152,135000.0,0.1
CT0040207,DH006502,SP0062,120,326000.0,0.0
CT0040208,DH006502,SP0082,86,1015000.0,0.1
CT0040209,DH006502,SP0182,179,150000.0,0.0
CT0040210,DH006502,SP0085,256,135000.0,0.15
CT0040211,DH004239,SP0014,9,763000.0,0.0
CT0040212,DH004181,,4,1399000.0,0.15
CT0040213,DH009693,SP0186,7,1069400.0,0.05
CT0040214,DH003167,SP0216,2,101000.0,0.0
CT0040215,DH007170,SP0008,84,1296000.0,0.0
CT0040216,DH007170,SP0053,143,323800.0,0.15
CT0040217,DH007170,SP0136,178,852600.0,0.05
CT0040218,DH000776,SP0206,7,48000.0,0.1
CT0040219,DH000776,SP0010,1,1008000.0,0.0
CT0040220,DH003104,SP0151,301,242000.0,0.15
CT0040221,DH003104,SP0023,87,215000.0,0.0
CT0040222,DH003104,SP0086,80,229000.0,0.0
CT0040223,DH003104,SP0178,296,264000.0,0.15
CT0040224,DH002528,SP0207,82,26000.0,0.05
CT0040225,DH002528,SP0031,103,52000.0,0.1
CT0040226,DH002528,SP0218,191,193000.0,0.0
CT0040227,DH002528,SP0115,96,27000.0,0.0
CT0040228,DH002528,SP0085,142,135000.0,0.1
CT0040229,DH002528,SP0134,189,197000.0,0.0
CT0040230,DH002528,SP0065,188,930000.0,0.1
CT0040231,DH002528,SP0099,167,254000.0,0.05
CT0040232,DH010370,SP0162,91,196000.0,0.1
CT0040233,DH010370,SP0165,286,30000.0,0.0
CT0040234,DH010370,SP0189,132,164000.0,0.0
CT0040235,DH010370,SP0149,64,1399000.0,0.0
CT0040236,DH010370,SP0039,78,19000.0,0.1
CT0040237,DH010370,SP0113,103,216000.0,0.05
CT0040238,DH006069,SP0204,155,1551000.0,0.0
CT0040239,DH006069,SP0189,299,171200.0,0.1
CT0040240,DH006069,SP0024,133,117100.0,0.0
CT0040241,DH010092,SP0022,8,1403000.0,0.0
CT0040242,DH010092,SP0116,8,714000.0,0.0
CT0040243,DH008830,SP0092,137,43000.0,0.05
CT0040244,DH008830,SP0046,289,31500.0,0.0
CT0040245,DH008830,SP0159,54,699500.0,0.1
CT0040246,DH008830,SP0098,194,155300.0,0.0
CT0040247,DH008830,SP0174,260,722800.0,0.15
CT0040248,DH008830,SP0008,87,1133100.0,0.1
CT0040249,DH008830,SP0170,77,245300.0,0.1
CT0040250,DH009470,SP0059,133,782000.0,0.0
CT0040251,DH009470,SP0109,148,1045000.0,0.0
CT0040252,DH009470,SP0194,93,188000.0,0.0
CT0040253,DH009470,SP0071,276,900000.0,0.15
CT0040254,DH004858,SP0141,225,103000.0,0.1
CT0040255,DH004858,SP0025,202,32000.0,0.0
CT0040256,DH004858,SP0217,191,291000.0,0.15
CT0040257,DH004858,SP0012,287,210000.0,0.0
CT0040258,DH004858,SP0100,62,289000.0,0.05
CT0040259,DH004858,SP0112,105,189000.0,0.1
CT0040260,DH004858,SP0210,92,25000.0,0.0
CT0040261,DH002048,SP0158,9,185000.0,0.05
CT0040262,DH002048,SP0211,3,265000.0,0.1
CT0040263,DH002048,SP0202,5,478000.0,0.15
CT0040264,DH003184,SP0007,12,262000.0,0.0
CT0040265,DH003184,SP0133,8,255000.0,0.15
CT0040266,DH008741,SP0208,132,145000.0,0.0
CT0040267,DH008741,SP0139,195,257000.0,0.0
CT0040268,DH008741,SP0156,204,138000.0,0.0
CT0040269,DH008741,SP0132,80,493000.0,0.0
CT0040270,DH008741,SP0210,244,25000.0,0.0
CT0040271,DH008741,SP9002,132,103000.0,0.1
CT0040272,DH008741,SP0055,188,297000.0,0.1
CT0040273,DH008219,SP0128,229,297300.0,0.1
CT0040274,DH008219,SP0049,160,186900.0,0.1
CT0040275,DH008219,SP0195,72,252500.0,0.0
CT0040276,DH008219,SP0217,89,266300.0,0.1
CT0040277,DH008219,,89,165500.0,0.0
CT0040278,DH008219,SP0035,238,774800.0,0.05
CT0040279,DH008219,SP0178,169,224500.0,0.1
CT0040280,DH002071,SP0045,10,232000.0,0.1
CT0040281,DH002071,SP0206,4,48000.0,0.1
CT0040282,DH010615,,69,196000.0,0.1
CT0040283,DH010615,SP0079,292,27000.0,0.0
CT0040284,DH010615,SP0056,82,56000.0,0.1
CT0040285,DH011811,SP0078,2,213000.0,0.0
